molecule_chembl_id,canonical_smiles,standard_value
CHEMBL3092611,C[C@@]12OC(=O)[C@]1([C@@H](O)C1CCCCC1)NC(=O)[C@@H]2CC=O,330.0
CHEMBL3092610,C[C@@]12OC(=O)[C@]1([C@@H](O)Cc1ccccc1)NC(=O)[C@@H]2CCCl,500.0
CHEMBL3092609,C[C@@]12OC(=O)[C@]1([C@@H](O)C1CC1)NC(=O)[C@@H]2CCCl,28.0
CHEMBL3092608,C[C@@]12OC(=O)[C@]1([C@@H](O)C1CCCCC1)NC(=O)[C@@H]2CCCCl,50.0
CHEMBL192046,C[C@@]12OC(=O)[C@]1([C@@H](O)C1CCCCC1)NC(=O)[C@@H]2CCCl,23.0
CHEMBL159263,c1ccc(Cc2ccc(OCCN3CCCCCC3)cc2)cc1,10000.0
CHEMBL3099629,CCCCC(CCCC)=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1,10000.0
CHEMBL3099628,CCCCCC(CCCCC)=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1,10000.0
CHEMBL3099627,CCCCCCC(CCCCCC)=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1,10000.0
CHEMBL3099620,c1ccc(C(=C(c2ccc(OCCN3CCCCCC3)cc2)c2ccc(OCCN3CCCCCC3)cc2)C2CCCCC2)cc1,10000.0
CHEMBL3098145,CCC(=C(c1ccc(OCCCN2CCCC2)cc1)c1ccc(OCCCN2CCCC2)cc1)c1ccccc1,10000.0
CHEMBL3099619,CCC(=C(c1ccc(OCCCN(C)C)cc1)c1ccc(OCCCN(C)C)cc1)c1ccccc1,10000.0
CHEMBL3099617,CCC(=C(c1ccc(OCCN(CC)CC)cc1)c1ccc(OCCN(CC)CC)cc1)c1ccccc1,10000.0
CHEMBL393196,CCC(=C(c1ccc(OCCN2CCCCC2)cc1)c1ccc(OCCN2CCCCC2)cc1)c1ccccc1,10000.0
CHEMBL235994,CCC(=C(c1ccc(OCCN2CCOCC2)cc1)c1ccc(OCCN2CCOCC2)cc1)c1ccccc1,7190.0
CHEMBL392916,CCC(=C(c1ccc(OCCN2CCCC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,6560.0
CHEMBL3099630,CCCC(CCC)=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1,3380.0
CHEMBL3099616,CCC(=C(c1ccc(OCCN(C)C)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,3360.0
CHEMBL3099626,c1cc(C(=C2CCCC2)c2ccc(OCCN3CCCCCC3)cc2)ccc1OCCN1CCCCCC1,2700.0
CHEMBL3099625,c1cc(C(=C2CCCCC2)c2ccc(OCCN3CCCCCC3)cc2)ccc1OCCN1CCCCCC1,2190.0
CHEMBL3099640,c1cc(C2(c3ccc(OCCN4CCCCCC4)cc3)CCCCC2)ccc1OCCN1CCCCCC1,1940.0
CHEMBL3099639,CC(O)(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1,1660.0
CHEMBL3099632,CC(C)=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1,1660.0
CHEMBL3099634,O=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1,1650.0
CHEMBL3099631,CCC(CC)=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1,1570.0
CHEMBL3099633,CCC=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1,1460.0
CHEMBL3099622,CCCC(=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1)c1ccccc1,1370.0
CHEMBL3099621,c1ccc(C(=C(c2ccc(OCCN3CCCCCC3)cc2)c2ccc(OCCN3CCCCCC3)cc2)c2ccccc2)cc1,1180.0
CHEMBL3099635,C=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1,1040.0
CHEMBL3099623,CC(=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1)c1ccccc1,900.0
CHEMBL3099637,CC(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1,800.0
CHEMBL3099638,CC(C)(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1,750.0
CHEMBL3099636,c1cc(OCCN2CCCCCC2)ccc1Cc1ccc(OCCN2CCCCCC2)cc1,670.0
CHEMBL3099618,CCC(=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1)c1ccccc1,640.0
CHEMBL3099624,C(=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1)c1ccccc1,580.0
CHEMBL1269181,Cc1ccc(CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@H](CCc2ccccc2)NC(=O)[C@H](CCc2ccccc2)NC(=O)c2cnc(C)cn2)cc1,16.0
CHEMBL3218817,Cc1ccc(CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@H](CNC(=O)CC(C)(C)C)NC(=O)CCc2ccccc2)cc1,1000.0
CHEMBL3218818,Cc1ccc(CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@H](CNC(=O)CC(C)(C)C)NC(=O)c2cc(C)on2)cc1,1000.0
CHEMBL3218819,Cc1ccc(CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@H](CNC(=O)CC(C)(C)C)NC(=O)C(=O)c2c[nH]c3ccccc23)cc1,910.0
CHEMBL3218820,CC(=O)N[C@@H](CC(=O)NCC(C)(C)C)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1,50.0
CHEMBL3218821,CC(C)(C)CNC(=O)C[C@H](NC(=O)C(C)(C)C)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1,25.0
CHEMBL3218822,CC(C)(C)CNC(=O)C[C@H](NC(=O)CN1CCCCC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1,12.0
CHEMBL3218823,CC(C)(C)CNC(=O)C[C@H](NC(=O)Cc1ccc(F)cc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1,8.4
CHEMBL3218824,CC(C)(C)CNC(=O)C[C@H](NC(=O)CCc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1,5.4
CHEMBL3218825,CC(C)(C)CNC(=O)C[C@H](NC(=O)c1ccc(C(C)(C)C)cc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1,22.0
CHEMBL3218826,CC(C)(C)CNC(=O)C[C@H](NC(=O)c1ccc(OCc2ccccc2)cc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1,6.8
CHEMBL3218827,CC(C)(C)CNC(=O)C[C@H](NC(=O)C(=O)c1c[nH]c2ccccc12)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1,4.8
CHEMBL3218828,Cc1cc(C(=O)N[C@@H](CC(=O)NCC(C)(C)C)C(=O)N[C@@H](CCc2ccccc2)C(=O)NCc2ccccc2)no1,4.7
CHEMBL3218829,CC(C)(C)CNC(=O)C[C@H](NC(=O)CCc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCC1CC1,12.0
CHEMBL3218830,CC(C)(C)CNC(=O)C[C@H](NC(=O)Cc1ccc(F)cc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,4.0
CHEMBL3218831,CC(C)(C)CNC(=O)C[C@H](NC(=O)CCc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,3.0
CHEMBL3218832,CC(C)(C)CNC(=O)C[C@H](NC(=O)c1ccc(OCc2ccccc2)cc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,11.0
CHEMBL3218833,CC(C)(C)CNC(=O)C[C@H](NC(=O)C(=O)c1c[nH]c2ccccc12)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,3.7
CHEMBL3218834,Cc1cc(C(=O)N[C@@H](CC(=O)NCC(C)(C)C)C(=O)N[C@@H](CCc2ccccc2)C(=O)NCc2ccccc2Cl)no1,2.1
CHEMBL3218835,C[C@H](NC(=O)[C@H](CC(=O)NCC(C)(C)C)NC(=O)CCc1ccccc1)C(=O)NCc1ccccc1Cl,4.0
CHEMBL3218836,CC(C)(C)CNC(=O)C[C@H](NC(=O)CCc1ccccc1)C(=O)N[C@@H](Cc1cccnc1)C(=O)NCc1ccccc1Cl,3.9
CHEMBL3218837,CC(C)(C)CNC(=O)C[C@H](NC(=O)C(=O)c1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccncc1)C(=O)NCc1ccccc1Cl,1.2
CHEMBL3218838,Cc1cc(C(=O)N[C@@H](CC(=O)NCC(C)(C)C)C(=O)N[C@@H](Cc2ccncc2)C(=O)NCc2ccccc2Cl)no1,33.3
CHEMBL3218839,Cc1cc(C(=O)N[C@@H](CC(=O)NCC(C)(C)C)C(=O)N[C@@H](Cc2cccnc2)C(=O)NCc2ccccc2Cl)no1,22.6
CHEMBL3218840,Cc1cc(C(=O)N[C@@H](CC(=O)NCC(C)(C)C)C(=O)N[C@@H](Cc2ccc(Cl)cc2)C(=O)NCc2ccccc2Cl)no1,16.0
CHEMBL3218841,Cc1cc(C(=O)N[C@@H](CC(=O)NCC(C)(C)C)C(=O)N[C@@H](C)C(=O)NCc2ccccc2Cl)no1,23.0
CHEMBL3218842,CCCNC(=O)C[C@H](NC(=O)c1cc(C)on1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccc(C)cc1,160.0
CHEMBL3218843,Cc1ccc(CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@H](CC(=O)NCC(C)C)NC(=O)c2cc(C)on2)cc1,7.3
CHEMBL3218844,Cc1ccc(CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@H](Cc2nc(C(C)(C)C)no2)NC(=O)C(=O)c2c[nH]c3ccccc23)cc1,11.6
CHEMBL3218845,Cc1ccc(CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@H](Cc2nc(C(C)(C)C)no2)NC(=O)c2cc(C)on2)cc1,93.0
CHEMBL3237875,COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)cc1,1000.0
CHEMBL3237863,CC(=O)N[C@@H](CC(=O)NCCC(COCc1ccccc1)COCc1ccccc1)C(=O)N[C@@H](CC(C)C)B1O[C@@H]2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,140.0
CHEMBL3237873,CC(=O)N[C@@H](CC(=O)NCCCCOCc1ccccc1)C(=O)N[C@@H](CC(C)C)B1O[C@@H]2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,280.0
CHEMBL3347481,CC(C)C[C@H](NC(=O)c1cnccn1)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@@H](CC(C)C)B(O)O,0.08
CHEMBL3347480,CC(C)C[C@H](NC(=O)c1cnccn1)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@@H](CC(C)C)B1O[C@@H]2[C@H]3CC[C@H](C3(C)C)[C@]2(C)O1,0.38
CHEMBL3347642,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,0.39
CHEMBL3347641,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B1O[C@@H]2[C@H]3CC[C@H](C3(C)C)[C@]2(C)O1,0.34
CHEMBL3347640,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)c1cnccn1)B(O)O,0.42
CHEMBL3347627,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)c1cnccn1)B1O[C@@H]2[C@H]3CC[C@H](C3(C)C)[C@]2(C)O1,0.22
CHEMBL3347626,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,0.55
CHEMBL3347625,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B1O[C@@H]2[C@H]3CC[C@H](C3(C)C)[C@]2(C)O1,0.4
CHEMBL3423355,COc1ccc(CNC(=O)[C@@H](NC(=O)[C@H](CCCCNC(=O)OCc2ccccc2)NC(=O)Cc2cccc(Oc3ccccc3)c2)C(C)C)c(O)c1,11730.0
CHEMBL3423354,COc1ccc(CNC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)Cc2cccc(Oc3ccccc3)c2)C(C)C)c(O)c1,1630.0
CHEMBL3423352,COc1ccc(CNC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)Cc2cccc(Oc3ccccc3)c2)C(C)C)c(O)c1,660.0
CHEMBL3423348,CC(C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)Cc1cccc(Oc2ccccc2)c1)C(=O)OCc1ccccc1,17310.0
CHEMBL3421650,CC(C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)Cc1cccc(Oc2ccccc2)c1)C(=O)N[C@H](C(=O)O)[C@H](C)O,13880.0
CHEMBL3423204,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)Cc1cccc(Oc2ccccc2)c1)C(C)C)[C@H](C)O,290.0
CHEMBL3423205,CC(C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)Cc1cccc(Oc2ccccc2)c1)C(=O)N[C@H](C(=O)OCc1ccccc1)[C@H](C)O,920.0
CHEMBL3423346,CC(C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)Cc1cccc(Oc2ccccc2)c1)C(=O)NCCO,17190.0
CHEMBL3423347,CCCNC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)Cc1cccc(Oc2ccccc2)c1)C(C)C,12970.0
CHEMBL3577367,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)C1OC(=O)C1C(C)C)C(C)C)C(=O)O,360.0
CHEMBL3577368,CC(C)C1C(=O)OC1C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C(C)C)C(C)C,930.0
CHEMBL3785613,COCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)B(O)O,6.31
CHEMBL3785317,COCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)B(O)O,8.47
CHEMBL3787673,CCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)B(O)O,6.94
CHEMBL3785681,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CC(C)(C)C)B(O)O,4.69
CHEMBL3786484,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C1CCCC1)B(O)O,4.82
CHEMBL499361,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCCc2ccccc21)B(O)O,1.2
CHEMBL499504,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cccc2c1CCCC2)B(O)O,1.6
CHEMBL3786398,CC(C)C[C@@H](NC(=O)CC(NC(=O)[C@H]1CCCc2ccccc21)c1cccc(F)c1)B(O)O,1.02
CHEMBL606394,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,1.92
CHEMBL3794440,Cc1ccc(C[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)c2cnccn2)B2OC3C[C@@H]4C[C@@H](C4(C)C)[C@]3(C)O2)cc1,4.85
CHEMBL3792854,CC1(C)[C@@H]2CC3OB([C@H](Cc4ccc(F)cc4)NC(=O)[C@H](Cc4ccccc4)NC(=O)c4cnccn4)O[C@@]3(C)[C@H]1C2,3.21
CHEMBL3793344,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C1CCCc2ccccc21)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,4.18
CHEMBL3794168,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCCc2ccccc21)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,1.12
CHEMBL3792730,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCc2ccccc21)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,5.17
CHEMBL3792511,CCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCCc2ccccc21)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,1.92
CHEMBL3793876,CC1(C)[C@@H]2CC3OB([C@H](Cc4ccccc4)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H]4CCCc5ccccc54)O[C@@]3(C)[C@H]1C2,5.24
CHEMBL3792587,Cc1ccc(C[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCc3ccccc32)B2OC3C[C@@H]4C[C@@H](C4(C)C)[C@]3(C)O2)cc1,6.7
CHEMBL3794136,CC1(C)[C@@H]2CC3OB([C@H](Cc4ccc(F)cc4)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H]4CCCc5ccccc54)O[C@@]3(C)[C@H]1C2,1.26
CHEMBL3792403,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)C1CCCc2ccccc21)C(C)C)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,39.0
CHEMBL3792405,CC(C)C[C@H](NC(=O)C1CCCc2ccccc21)C(=O)N[C@@H](CC(C)C)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,14.2
CHEMBL3794131,CCC(C)[C@H](NC(=O)C1CCCc2ccccc21)C(=O)N[C@@H](CC(C)C)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,17.2
CHEMBL1169560,CC(C)C[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)C1CCCc2ccccc21)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,4.26
CHEMBL1169561,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)C1CCCc2ccccc21)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,7.63
CHEMBL3792602,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@H]1CCCc2ccccc21)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,6.12
CHEMBL3794171,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C1CCCc2ccccc21)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,3.67
CHEMBL3793242,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C1CCc2ccccc2C1)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,1.46
CHEMBL3793066,CC1(C)[C@@H]2CC3OB([C@H](Cc4ccccc4)NC(=O)[C@H](Cc4ccccc4)NC(=O)C4CCc5ccccc5C4)O[C@@]3(C)[C@H]1C2,3.37
CHEMBL3793238,Cc1ccc(C[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)C2CCc3ccccc3C2)B2OC3C[C@@H]4C[C@@H](C4(C)C)[C@]3(C)O2)cc1,1.16
CHEMBL3793581,CC(C)C[C@H](NC(=O)c1cccc2c1CCCC2)C(=O)N[C@@H](CC(C)C)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,1.15
CHEMBL3793192,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc2c1CCCC2)C(C)C)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,6.96
CHEMBL3793848,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cccc2c1CCCC2)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,0.76
CHEMBL3794207,CC(C)C[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)c1cccc2c1CCCC2)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,1.34
CHEMBL3793093,CC(C)C[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)c1ccc2ccccc2c1)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,2.46
CHEMBL3794310,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)c1cccc2c1CCCC2)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,1.16
CHEMBL3794303,CCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(C)=O)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,8.46
CHEMBL3792573,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,2.34
CHEMBL3793863,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(C)cc1)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,2.73
CHEMBL3793068,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OC(C)(C)C)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,16.4
CHEMBL3793665,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,114.0
CHEMBL3793633,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,49.5
CHEMBL3793010,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,120.2
CHEMBL3792846,Cc1ccc(C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)B2OC3C[C@@H]4C[C@@H](C4(C)C)[C@]3(C)O2)cc1,471.0
CHEMBL3794482,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OCc1ccccc1)B1OC2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1,41.2
CHEMBL3793683,Cc1ccc(C[C@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)OCc2ccccc2)B2OC3C[C@@H]4C[C@@H](C4(C)C)[C@]3(C)O2)cc1,3.34
CHEMBL499083,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(F)cc1)B(O)O)c1cnccn1,4.37
CHEMBL3794075,Cc1cnc(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)B(O)O)cn1,26.24
CHEMBL3792495,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)c1cnccn1)B(O)O,42.61
CHEMBL3794347,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)c1cc(Cl)ccc1Cl)B(O)O,8.32
CHEMBL3793540,CC(C)C[C@H](NC(=O)[C@H](Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)NC(=O)c1cc(Cl)ccc1Cl)B(O)O,25.02
CHEMBL3793107,COc1cc(C[C@H](NC(=O)c2cc(Cl)ccc2Cl)C(=O)N[C@@H](CC(C)C)B(O)O)cc(OC)c1,4.6
CHEMBL3798365,O=c1c2ccccc2c(-c2ccc(OCCCC[P+](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)nn1-c1ccccc1,9880.0
CHEMBL3799308,O=c1c2ccccc2c(-c2ccc(OCCCC[P+](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)nn1-c1cccs1,17630.0
CHEMBL3798569,CCN(CC)c1ccc(-n2nc(-c3ccc(OCCCC[P+](c4ccccc4)(c4ccccc4)c4ccccc4)cc3)c3ccccc3c2=O)cc1,10250.0
CHEMBL3799001,CNc1ccc(-n2nc(-c3ccc(OCCCC[P+](c4ccccc4)(c4ccccc4)c4ccccc4)cc3)c3ccccc3c2=O)cc1,14230.0
CHEMBL3800382,O=c1c2ccccc2c(-c2ccc(OCCCC[P+](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)nn1-c1ccc2ccccc2c1,13760.0
CHEMBL3798873,CCN(CC)c1ccc(-n2nc(-c3ccc(OCCCC[P+](C4CCCCC4)(C4CCCCC4)C4CCCCC4)cc3)c3ccccc3c2=O)cc1,13340.0
CHEMBL3799436,CC(C)Cn1nc(-c2ccc(OCCCC[P+](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)c2ccccc2c1=O,26050.0
CHEMBL3800475,O=c1c2ccccc2c(-c2ccc(OCCCC[P+](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)nn1CC1CC1,23050.0
CHEMBL3800196,O=c1c2ccccc2c(-c2ccc(OCCCC[P+](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)nn1CC1CCC1,21540.0
