molecule_chembl_id,canonical_smiles,standard_value
CHEMBL3798107,O=c1c2ccccc2c(-c2ccc(OCCCC[P+](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)nn1CC1CCCCC1,16140.0
CHEMBL3797781,O=c1c2ccccc2c(-c2ccc(OCCCC[P+](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)nn1Cc1ccccc1,11860.0
CHEMBL3805801,Cc1nc2ccc(N3CCCCC3)cc2cc1C1=CCCCC1,5260.0
CHEMBL3805812,Cc1nc2ccc(N3CCOCC3)cc2cc1C1=CCCCC1,9100.0
CHEMBL3805496,CCc1nc2ccc(N(C)C)cc2cc1C1=CCCCC1,5600.0
CHEMBL3805486,Cc1nc2ccc(N(C)C)cc2cc1C1=CCCCC1,6100.0
CHEMBL3805988,CN(C)c1ccc2ncc(C3=CCCCC3)cc2c1,6300.0
CHEMBL3806320,CCCCc1ccc2nc(C)c(C3=CCCCC3)cc2c1,7600.0
CHEMBL3805932,Cc1ccc2nc(C)c(C3=CCCCC3)cc2c1,8500.0
CHEMBL3805918,Cc1nc2ccc(F)cc2cc1C1=CCCCC1,25000.0
CHEMBL3804889,Cc1nc2ccc(Cl)cc2cc1C1=CCCCC1,25000.0
CHEMBL3805160,Cc1nc2ccc(Br)cc2cc1C1=CCCCC1,9900.0
CHEMBL3805485,Cc1nc2cc(Br)cc(Br)c2cc1C1=CCCCC1,25000.0
CHEMBL3804977,Cc1nc2cc(Cl)cc(Cl)c2cc1C1=CCCCC1,25000.0
CHEMBL3805787,Cc1nc2ccccc2cc1C1=CCCCC1,25000.0
CHEMBL3806104,Cc1cc(C)c2cc(-c3ccccc3)c(-c3ccccc3)nc2c1,25000.0
CHEMBL3805013,Cc1cc(C)c2cc(C3CCCCC3)c(C)nc2c1,8200.0
CHEMBL3805830,C=C(C)c1cc2c(C)cc(C)cc2nc1CC,25000.0
CHEMBL3805729,Cc1cc(C)c2cc(C3=CCCCC3)cnc2c1,13800.0
CHEMBL3806156,CCc1nc2cc(C)cc(C)c2cc1C1=CCCCC1,19900.0
CHEMBL3805213,Cc1cc(C)c2cc(C3=CCCCC3)c(C)nc2c1,14400.0
CHEMBL3806263,Cc1cc(C)c2cc(-c3ccccc3)c(C)nc2c1,15300.0
CHEMBL3805282,Cc1ccc2nc(C)c(-c3ccccc3)cc2c1,19200.0
CHEMBL3805307,Cc1cc(C)c2cc(-c3ccccc3)cnc2c1,23600.0
CHEMBL3805672,c1ccc(-c2cnc3ccccc3c2)cc1,25000.0
CHEMBL195661,Cc1cnc2ccccc2c1,25000.0
CHEMBL194931,Cc1ccc2ccccc2n1,25000.0
CHEMBL3805312,COc1ccc2nc(C)c(C3=CCCCC3)cc2c1,25000.0
CHEMBL3805167,COc1cc2nc(C)c(C3=CCCCC3)cc2c(OC)c1OC,15600.0
CHEMBL3805324,CN(C)c1ccc2ncc(C3CCCCC3)cc2c1,5500.0
CHEMBL3805440,Cc1nc2ccc(N(C)C)cc2cc1C1CCCCC1,6700.0
CHEMBL3805100,Cc1nc2ccc(C(C)C)cc2cc1C1=CCCCC1,7800.0
CHEMBL3805957,CN(C)c1ccc2ncc(C(C)(C)C)cc2c1,25000.0
CHEMBL3804847,CCCCc1ccc2cc(N(C)C)ccc2n1,25000.0
CHEMBL3805403,CCc1cc2cc(N(C)C)ccc2nc1CC,18700.0
CHEMBL3806316,Cc1nc2ccc(N(C)C)cc2cc1-c1ccccc1,10000.0
CHEMBL3805036,CN(C)c1ccc2nc(-c3ccccc3)c(-c3ccccc3)cc2c1,25000.0
CHEMBL3805379,CCCCc1ccc2nc(C)c(-c3ccccc3)cc2c1,21600.0
CHEMBL3805152,Cc1nc2ccc(C(C)C)cc2cc1-c1ccccc1,25000.0
CHEMBL3805961,Cc1nc2ccc(Br)cc2cc1-c1ccccc1,25000.0
CHEMBL449298,Nc1ccc(O)c2ncccc12,600.0
CHEMBL1728276,O=C1COc2c1ccc(O)c2O,3000.0
CHEMBL451887,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,8.4
CHEMBL3945664,O=C(Nc1nccs1)C1CCN(C(=O)N[C@@H](CCc2ccccc2)C(=O)N[C@@H](CCc2ccccc2)C(=O)NCc2ccccc2Cl)CC1,4.3
CHEMBL3890793,O=C(Nc1cccnc1)C1CCN(C(=O)N[C@@H](CCc2ccccc2)C(=O)N[C@@H](CCc2ccccc2)C(=O)NCc2ccccc2Cl)CC1,1.4
CHEMBL3918862,O=C(Nc1ccccn1)C1CCN(C(=O)N[C@@H](CCc2ccccc2)C(=O)N[C@@H](CCc2ccccc2)C(=O)NCc2ccccc2Cl)CC1,2.4
CHEMBL3899778,COc1ccc(NC(=O)C2CCN(C(=O)N[C@@H](CCc3ccccc3)C(=O)N[C@@H](CCc3ccccc3)C(=O)NCc3ccccc3Cl)CC2)cc1,15.7
CHEMBL3924372,O=C(Nc1ccc(F)cc1)C1CCN(C(=O)N[C@@H](CCc2ccccc2)C(=O)N[C@@H](CCc2ccccc2)C(=O)NCc2ccccc2Cl)CC1,16.9
CHEMBL3890040,O=C(Nc1ccccc1)C1CCN(C(=O)N[C@@H](CCc2ccccc2)C(=O)N[C@@H](CCc2ccccc2)C(=O)NCc2ccccc2Cl)CC1,3.0
CHEMBL3959072,O=C(NC1CCN(C(=O)N[C@@H](CCc2ccccc2)C(=O)N[C@@H](CCc2ccccc2)C(=O)NCc2ccccc2Cl)CC1)c1cnccn1,23.7
CHEMBL3942696,O=C(Nc1cnccn1)C1CCN(C(=O)N[C@@H](CCc2ccccc2)C(=O)N[C@@H](CCc2ccccc2)C(=O)NCc2ccccc2Cl)CC1,14.7
CHEMBL3914696,O=C(NC1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCc2ccccc2)C(=O)NCc2ccccc2Cl)CC1)c1cnccn1,343.9
CHEMBL3959621,O=C(Nc1cnccn1)C1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCc2ccccc2)C(=O)NCc2ccccc2Cl)CC1,152.9
CHEMBL3905708,CC(C)C[C@H](NC(=O)N1CCC(NC(=O)c2cnccn2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,45.7
CHEMBL3960165,CC(C)C[C@H](NC(=O)N1CCC(C(=O)Nc2cnccn2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,16.6
CHEMBL3932672,C[C@H](NC(=O)N1CCC(NC(=O)c2cnccn2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,669.9
CHEMBL3951433,C[C@H](NC(=O)N1CCC(C(=O)Nc2cnccn2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,601.4
CHEMBL67885,COc1ccc2c(c1)C(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)NCc1c(F)cccc1F)CC2=O,140.0
CHEMBL4100295,C[C@]1(C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CO)NC(=O)c2cccc(=O)[nH]2)CO1,6894.0
CHEMBL4101256,C[C@H](NC(=O)c1cccc(=O)[nH]1)C(=O)N[C@@H](Cc1ccccc1)C(=O)[C@@]1(C)CO1,42468.0
CHEMBL4074528,COc1ccc(C[C@H](NC(=O)c2cccc(=O)[nH]2)C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)cc1,18226.0
CHEMBL4064046,CC[C@H](C)[C@H](NC(=S)Nc1cccc([N+](=O)[O-])c1)C(=O)N[C@H](Cc1ccccc1)C(=O)Nc1cccc(OC)c1,22290.0
CHEMBL4085613,CC[C@H](C)[C@H](NC(=S)Nc1cccc([N+](=O)[O-])c1)C(=O)N[C@H](Cc1ccccc1)C(=O)Nc1ccc(C)c(C)c1,50000.0
CHEMBL4072644,CC[C@H](C)[C@H](NC(=S)Nc1cccc([N+](=O)[O-])c1)C(=O)N[C@H](Cc1ccccc1)C(=O)Nc1cccc(Cl)c1,5840.0
CHEMBL4093360,CC[C@H](C)[C@H](NC(=S)Nc1cccc([N+](=O)[O-])c1)C(=O)N[C@H](Cc1ccccc1)C(=O)Nc1cccc(F)c1,3570.0
CHEMBL4094297,CC[C@H](C)[C@H](NC(=S)Nc1cccc([N+](=O)[O-])c1)C(=O)N[C@H](Cc1ccccc1)C(=O)Nc1ccc(OC)cc1,29030.0
CHEMBL4066773,CC[C@H](C)[C@H](NC(=S)Nc1cccc([N+](=O)[O-])c1)C(=O)N[C@H](Cc1ccccc1)C(=O)Nc1ccc(Br)cc1,2710.0
CHEMBL4102028,CC[C@H](C)[C@H](NC(=S)Nc1cccc([N+](=O)[O-])c1)C(=O)N[C@H](Cc1ccccc1)C(=O)Nc1ccc(F)cc1,1970.0
CHEMBL4077762,CC[C@H](C)[C@H](NC(=S)Nc1cccc([N+](=O)[O-])c1)C(=O)N[C@H](Cc1ccccc1)C(=O)Nc1ccc(Cl)c(Cl)c1,1360.0
CHEMBL4078686,CC[C@H](C)[C@H](NC(=S)Nc1cccc([N+](=O)[O-])c1)C(=O)N[C@H](Cc1ccccc1)C(=O)Nc1cccc(C(F)(F)F)c1,8.6
CHEMBL4096708,CC[C@H](C)[C@H](NC(=S)Nc1cccc([N+](=O)[O-])c1)C(=O)N[C@H](Cc1ccccc1)C(=O)Nc1ccc(C)c(Cl)c1,50000.0
CHEMBL4092511,CC[C@H](C)[C@H](NC(=S)Nc1ccc(C(F)(F)F)cc1)C(=O)N[C@H](Cc1ccccc1)C(=O)Nc1cccc(Br)c1,22.0
CHEMBL4064812,CC[C@H](C)[C@H](NC(=S)Nc1ccc(Br)cc1)C(=O)N[C@H](Cc1ccccc1)C(=O)Nc1ccc(C)c(Cl)c1,50000.0
CHEMBL4100259,CC[C@H](C)[C@H](NC(=S)Nc1cccc(C(F)(F)F)c1)C(=O)N[C@H](Cc1ccccc1)C(=O)Nc1ccc(Cl)c(Cl)c1,17.0
CHEMBL4073408,CC[C@H](C)[C@H](NC(=S)Nc1cccc(C(F)(F)F)c1)C(=O)N[C@H](Cc1ccccc1)C(=O)Nc1cccc(C(F)(F)F)c1,19600.0
CHEMBL4062055,CC[C@H](C)[C@H](/N=C(/Nc1cccc(C(F)(F)F)c1)SC)C(=O)N[C@H](Cc1ccccc1)C(=O)Nc1ccc(Cl)c(Cl)c1,22160.0
CHEMBL4083790,CC[C@H](C)[C@H](/N=C(/Nc1cccc(C(F)(F)F)c1)SC)C(=O)N[C@H](Cc1ccccc1)C(=O)Nc1cccc(C(F)(F)F)c1,8830.0
CHEMBL4070680,CC[C@H](C)[C@H](/N=C(/Nc1cccc([N+](=O)[O-])c1)SC)C(=O)N[C@H](Cc1ccccc1)C(=O)Nc1ccc(C)c(C)c1,50000.0
CHEMBL4090916,CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCC(NC(=O)c2cnccn2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccc2c(c1)OCO2,10.0
CHEMBL4102973,CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCC(C(=O)Nc2cnccn2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccc2c(c1)OCO2,2.9
CHEMBL4078693,CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCC(NC(=O)c2ccc(F)cc2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,1.2
CHEMBL4094582,CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCC(C(=O)Nc2ccc(F)cc2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,1.5
CHEMBL4067120,COc1ccc(NC(=O)C2CCN(C(=O)N[C@@H](CC(=O)NCC(C)(C)C)C(=O)N[C@@H](CCc3ccccc3)C(=O)NCc3ccccc3Cl)CC2)cc1,25.7
CHEMBL4086868,CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCC(C(=O)Nc2ccc(C(F)(F)F)cc2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,192.5
CHEMBL4104744,CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCC(C(=O)Nc2cccnc2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,0.7
CHEMBL4064404,CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCC(C(=O)Nc2ccccn2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,1.0
CHEMBL4085936,CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCC(C(=O)Nc2ccon2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,7.0
CHEMBL4102324,CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCC(C(=O)Nc2nccs2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,0.9
CHEMBL4078056,CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCC(C(=O)NCc2nccs2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,1.0
CHEMBL4069929,CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCC(C(=O)Nc2cnccn2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccc(F)cc1F,6.6
CHEMBL4083128,CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCC(NC(=O)c2cnccn2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccc(F)cc1F,10.8
CHEMBL4061262,CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCC(C(=O)Nc2cnccn2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,0.6
CHEMBL4072652,CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCC(NC(=O)c2cnccn2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,1.1
CHEMBL4099557,CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCC(C(=O)Nc2cnccn2)CC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1ccccc1Cl,18.0
CHEMBL4064053,CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCC(NC(=O)c2cnccn2)CC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1ccccc1Cl,41.0
CHEMBL4091814,CC(C)C[C@H](NC(=O)[C@H](CC(=O)NCC(C)(C)C)NC(=O)N1CCC(C(=O)Nc2cnccn2)CC1)C(=O)NCc1ccccc1Cl,11.6
CHEMBL4086778,CC(C)C[C@H](NC(=O)[C@H](CC(=O)NCC(C)(C)C)NC(=O)N1CCC(NC(=O)c2cnccn2)CC1)C(=O)NCc1ccccc1Cl,21.8
CHEMBL4078258,C[C@H](NC(=O)[C@H](CC(=O)NCC(C)(C)C)NC(=O)N1CCC(C(=O)Nc2cnccn2)CC1)C(=O)NCc1ccccc1Cl,19.7
CHEMBL4099146,C[C@H](NC(=O)[C@H](CC(=O)NCC(C)(C)C)NC(=O)N1CCC(NC(=O)c2cnccn2)CC1)C(=O)NCc1ccccc1Cl,13.3
CHEMBL4072186,CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCN(C(=O)c2ccc(F)cc2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,3.8
CHEMBL4060792,CC(C)(C)CNC(=O)C[C@H](NC(=O)N1CCN(C(=O)c2ccccn2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,5.5
CHEMBL4082676,CC(C)(C)CNC(=O)C[C@H](NC(=O)C1CCN(C(=O)c2ccc(F)cc2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,2.6
CHEMBL4099839,CC(C)(C)CNC(=O)C[C@H](NC(=O)C1CCN(C(=O)c2cnccn2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl,2.4
CHEMBL4074568,C[C@@H](CO)NC(=O)c1ccccc1O,24790.0
CHEMBL4072145,O=CN(O)CCC[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H]1COC(c2ccccc2O)=N1)C(=O)NCCC(=O)N[C@@H]1CCCN(O)C1=O,39400.0
CHEMBL4089215,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC1=CC(=O)c2ccccc2C1=O)B(O)O,11.42
CHEMBL4088947,CC(C)C[C@H](NC1=CC(=O)c2ccccc2C1=O)C(=O)N[C@@H](CC(C)C)B(O)O,44.25
CHEMBL4092267,CC(C)C[C@H](NC(=O)CNC1=CC(=O)c2ccccc2C1=O)B(O)O,23.17
CHEMBL4102483,CC1=C(N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)B(O)O)C(=O)c2ccccc2C1=O,25.93
CHEMBL4100015,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC1=C(Cl)C(=O)c2ccccc2C1=O)B(O)O,24.58
CHEMBL4071106,C#Cc1ccc(COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)[C@@H]2OC(=O)[C@H]2CCCCCC)NC(=O)OCc2ccccc2)cc1,260.0
CHEMBL4098160,CCCCCC[C@@]1(C)C(=O)O[C@H]1C(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,3390.0
CHEMBL4066131,CCCCCC[C@@]1(C)C(=O)O[C@@H]1C(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,2180.0
CHEMBL4087502,CCCCCC[C@]1(C)C(=O)O[C@H]1C(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,2430.0
CHEMBL4081526,CCCCCC[C@H]1C(=O)O[C@@H]1C(=O)NCCCC[C@H](NC(=O)CNC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,1380.0
CHEMBL4099536,CCCCCC[C@H]1C(=O)O[C@@H]1C(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)OCc1ccccc1,2710.0
CHEMBL4070939,CCCCCC[C@@H]1C(=O)O[C@H]1C(=O)NCCCC[C@@H]1NC(=O)N([C@@H](C)C(=O)OCc2ccccc2)C1=O,510.0
CHEMBL4091800,CCCCCC[C@@H]1C(=O)O[C@H]1C(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)OCc1ccccc1,370.0
CHEMBL4062314,CCCCCC[C@@H]1C(=O)O[C@H]1C(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)c1ccc(Br)cc1)C(=O)OCc1ccccc1,510.0
CHEMBL4084033,CCCCCC[C@@H]1C(=O)O[C@H]1C(=O)NCCC[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,700.0
CHEMBL4100488,CCCCCC[C@@H]1C(=O)O[C@H]1C(=O)NCCCC[C@H](NC(=O)CNC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,570.0
CHEMBL4073670,CCCCCC[C@@H]1C(=O)O[C@H]1C(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,500.0
CHEMBL175247,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,100000.0
CHEMBL484701,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)NCc1ccccc1)B(O)O,10.0
CHEMBL4077282,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)NCCc1ccccc1)B(O)O,20.0
CHEMBL4080306,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)N[C@H](C)c1ccccc1)B(O)O,10.0
CHEMBL4075298,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)N[C@@H](C)c1ccccc1)B(O)O,200.0
CHEMBL4089402,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCc2ccccc2C1)B(O)O,0.0002
CHEMBL4068221,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)N(C)Cc1ccccc1)B(O)O,2.0
CHEMBL4077037,Cc1cccc(CNC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)B(O)O)c1C,4.0
CHEMBL4065491,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)NCc1cnccn1)B(O)O,50.0
CHEMBL4091983,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)NCc1cc(Cl)ccc1Cl)B(O)O,40.0
CHEMBL4070336,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)NCc1cccc(-c2ccccc2)c1)B(O)O,0.3
CHEMBL4096371,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)NCc1ccco1)B(O)O,20.0
CHEMBL4075225,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)NCc1ccc2ccccc2c1)B(O)O,12.0
CHEMBL4100727,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)NCc1ccc(F)c(F)c1)B(O)O,2.0
CHEMBL4076838,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)NCc1cccc([N+](=O)[O-])c1)B(O)O,3.0
CHEMBL4105585,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCc2ccccc2C1=O)B(O)O,660.0
CHEMBL4074327,CC(C)C[C@@H](C=O)NC(=O)c1cc(Cl)ccc1OCc1ccccc1,1000.0
CHEMBL4105518,O=C[C@H](Cc1ccccc1)NC(=O)c1cc(Cl)ccc1OCc1ccccc1,1000.0
CHEMBL4087634,CC(C)CC(C=O)NC(=O)[C@H](CC(C)C)NC(=O)c1cc(Cl)ccc1OCc1ccccc1,1000.0
CHEMBL4103403,CC(C)C[C@H](NC(=O)c1cc(Cl)ccc1OCc1ccccc1)C(=O)N[C@H](C=O)Cc1ccccc1,1000.0
CHEMBL4084717,CC(C)CC(C=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cc(Cl)ccc1OCc1ccccc1,1000.0
CHEMBL4076234,O=C[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cc(Cl)ccc1OCc1ccccc1,1000.0
CHEMBL4087490,CC(C)CC(C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)c1cc(Cl)ccc1OCc1ccccc1,99.0
CHEMBL4076340,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)c1cc(Cl)ccc1OCc1ccccc1,57.0
CHEMBL4076043,CC(C)C[C@H](NC(=O)c1cc(Cl)ccc1OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C=O)CC(C)C,182.0
CHEMBL4061779,CC(C)C[C@H](NC(=O)c1cc(Cl)ccc1OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)NC(C=O)Cc1ccccc1,197.0
CHEMBL4102943,CC(C)C[C@@H](C=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)c1cc(Cl)ccc1OCc1ccccc1,67.0
CHEMBL4062305,CC(C)C[C@H](NC(=O)c1cc(Cl)ccc1OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C=O)CC(C)C,75.0
CHEMBL4084020,CC(C)CC(C=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)c1cc(Cl)ccc1OCc1ccccc1,90.0
CHEMBL4105439,CC(C)C[C@H](NC(=O)c1cc(Cl)ccc1OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)Cc1ccccc1,110.0
CHEMBL4087567,CC(C)C[C@H](NC(=O)c1cc(Cl)ccc1OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NC(C=O)Cc1ccccc1,168.0
CHEMBL4062228,CC(C)C[C@H](NC(=O)c1cc(Cl)ccc1O)C(=O)N[C@H](C=O)Cc1ccccc1,1000.0
CHEMBL4083955,CC(C)C[C@@H](C=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)c1cc(Cl)ccc1O,237.0
CHEMBL4070848,CC(C)C[C@H](NC(=O)c1cc(Cl)ccc1O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)Cc1ccccc1,740.0
CHEMBL4101493,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N1CCC[C@H]1B(O)O,18.0
CHEMBL4126890,C=C1CC[C@H]2C(C)(C)[C@H](O)CC[C@]2(C)[C@H]1CC1=C(O)C(=O)C2=C(C1=O)[C@@]13C=C[C@@H](O)[C@H](O)[C@]1(C2)C(=O)c1c(O)cc(C)cc1C3=O,18500.0
CHEMBL4128448,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)Oc1ccccc1)B(O)O,126.0
CHEMBL4127512,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)Oc1cccc2ccccc12)B(O)O,275.0
CHEMBL4128910,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)Oc1cnccn1)B(O)O,155.0
