molecule_chembl_id,canonical_smiles,standard_value
CHEMBL4546157,Cc1cc(C(=O)N[C@@H](Cc2ccccn2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)no1,60.7
CHEMBL4454410,Cc1cc(C(=O)N[C@@H](Cc2cc3ccccc3[nH]2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)no1,25.5
CHEMBL4470410,Cc1cc(C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)no1,56.5
CHEMBL4451933,COC[C@H](NC(=O)c1cc(C)on1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,30.6
CHEMBL4437784,Cc1cc(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)no1,41.5
CHEMBL4543154,Cc1cc(C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)C2CC2)no1,43.1
CHEMBL4474079,CC(C)C[C@H](NC(=O)[C@H](Cc1cscn1)NC(=O)c1cnccn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,38.8
CHEMBL4513562,CC(C)C[C@H](NC(=O)[C@H](Cc1cscn1)NC(=O)c1cc(Cl)ccc1Cl)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,64.8
CHEMBL4476793,CC(C)C[C@H](NC(=O)[C@H](Cc1cscn1)NC(=O)CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,52.1
CHEMBL4556452,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)C(=O)NCc1ccccc1,14.0
CHEMBL4570264,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)C(=O)NCc1ccccc1,530.0
CHEMBL4534838,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(O)C(=O)NCc1ccccc1,100000.0
CHEMBL4447782,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(=O)NCc1ccccc1,51090.0
CHEMBL4585003,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)C(=O)NCc1ccccc1,70450.0
CHEMBL4551724,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)C(=O)NCc1ccccc1,12430.0
CHEMBL4442725,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](c1cccc2ccccc12)C(O)C(=O)NCc1ccccc1,100000.0
CHEMBL4548647,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)C(=O)NCc1ccccc1)c1cccc2ccccc12,100000.0
CHEMBL4567259,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(O)C(=O)NCc1ccccc1,100000.0
CHEMBL4464326,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)C(=O)NCc1ccccc1,100000.0
CHEMBL4558015,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C(C)C)C(O)C(=O)NCc1ccccc1,82070.0
CHEMBL4588752,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)C(=O)NCc1ccccc1)C(C)C,63340.0
CHEMBL4469724,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(O)C(=O)NCc1ccccc1,50210.0
CHEMBL4462651,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)C(=O)NCc1ccccc1,920.0
CHEMBL4465042,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)C(=O)NCc1ccc(F)cc1,100000.0
CHEMBL4449972,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)C(=O)NCc1ccc(F)cc1,56.0
CHEMBL4447520,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)C(=O)N1CCOCC1,100000.0
CHEMBL4451593,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)C(=O)N1CCOCC1,480.0
CHEMBL4446481,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)C(=O)Nc1cccc2ccccc12,8100.0
CHEMBL4541448,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)C(=O)Nc1cccc2ccccc12,7.0
CHEMBL4551392,CC(C)CNC(=O)C(O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,100000.0
CHEMBL4584892,CC(C)CNC(=O)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,12.0
CHEMBL4552637,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)C(=O)N1CCc2ccccc2C1,100000.0
CHEMBL4587250,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)C(=O)N1CCc2ccccc2C1,770.0
CHEMBL4297468,COc1ccc([C@@H](O)[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CC2=CCCC2)C(=O)[C@@]2(C)CO2)cc1,0.688
CHEMBL4441524,COc1ccc(C[C@H](NC(=O)[C@@H](C)NC(=O)[C@H]2CC[C@H](O)CC2)C(=O)N[C@@H](CC2=CCCC2)C(=O)[C@@]2(C)CO2)cc1,2670.0
CHEMBL4465456,CC(C)C[C@H](NC(=O)CN1CCCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)[C@@]1(C)CO1,39.0
CHEMBL4443505,COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CC2=CCCC2)C(=O)[C@@]2(C)CO2)cc1,926.0
CHEMBL4473920,C[C@@H](CC(=O)NCc1cccc2ccccc12)NC(=O)[C@H](CC(=O)NC(C)(C)C)NC(=O)CCc1ccccc1,76000.0
CHEMBL4563115,Cc1ccc(S(=O)(=O)N[C@H](CC(=O)N[C@@H](C)C(=O)NCc2cccc3ccccc23)CC(=O)NC(C)(C)C)cc1,78200.0
CHEMBL4469397,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)N[C@@H](C)CC(=O)NCc2cccc3ccccc23)cc1,74870.0
CHEMBL4592435,CC(C)(C)NC(=O)C[C@H](NS(=O)(=O)C1CC1)C(=O)NCCNC(=O)c1cc(-c2ccccc2F)ccc1F,960.0
CHEMBL1432377,Cc1c(CCC(=O)O)c(=O)oc2cc3occ(-c4ccccc4)c3cc12,172200.0
CHEMBL4591725,Cc1c(C2CCCC2)c(=O)oc2cc3occ(-c4ccccc4)c3cc12,1070.0
CHEMBL4465266,Cc1c(CCC(=O)ON2C(=O)CCC2=O)c(=O)oc2cc3occ(-c4ccccc4)c3cc12,220.0
CHEMBL4446535,C=C1CC[C@H]2C(C)(C)[C@H](O)CC[C@]2(C)[C@H]1C[C@]12O[C@H]1C(=O)C(COC(=O)[C@H](O)[C@H](C)O)=CC2=O,5700.0
CHEMBL4458315,C=C1CC[C@H]2C(C)(C)[C@H](O)CC[C@]2(C)[C@H]1C[C@]12O[C@H]1[C@H](O)C(COC(=O)[C@H](O)[C@H](C)O)=CC2=O,93600.0
CHEMBL4528868,C=C1CC[C@H]2C(C)(C)[C@H](O)CC[C@]2(C)[C@H]1C[C@]12O[C@H]1[C@H](O)C(COC(=O)C[C@H](C)O)=CC2=O,31900.0
CHEMBL4461655,C=C1CC[C@H]2C(C)(C)[C@H](O)CC[C@]2(C)[C@H]1C[C@]12O[C@H]1C(=O)C(COC(=O)C[C@H](C)O)=CC2=O,5300.0
CHEMBL4521474,C=C1CC[C@H]2C(C)(C)[C@H](O)CC[C@]2(C)[C@H]1C[C@]12O[C@H]1[C@H](O)C(CO)=CC2=O,100000.0
CHEMBL4586314,C=C1CC[C@H]2C(C)(C)[C@H](O)CC[C@]2(C)[C@H]1C[C@]12O[C@H]1C(=O)C(CO)=CC2=O,26300.0
CHEMBL3319482,CC1=C(C(=O)N[C@H](C)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)Cc2ccccc21,1670.0
CHEMBL4566534,CC1=C(C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)Cc2ccccc21,54.0
CHEMBL3319584,COc1ccc(C[C@H](NC(=O)[C@@H](C)NC(=O)C2=C(C)c3ccccc3C2)C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)cc1,3620.0
CHEMBL4464640,COc1ccc(C[C@H](NC(=O)[C@@H](C)NC(=O)C2CCCCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)cc1,185.0
CHEMBL4454809,COc1ccc(C[C@H](NC(=O)[C@@H](C)NC(=O)[C@H]2CC[C@H](O)CC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)cc1,782.0
CHEMBL4550864,COc1ccc(C[C@H](NC(=O)[C@@H](C)NC(=O)[C@H]2CC[C@H](O)CC2)C(=O)N[C@@H](CC2CCC2)C(=O)[C@@]2(C)CO2)cc1,6630.0
CHEMBL4452892,Cc1ccc(CC[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)CN2CCCCCC2)C(=O)[C@@]2(C)CO2)cc1,486.0
CHEMBL4468129,CC(C)(C)CNC(=O)C[C@@H]1NC(=O)c2ccccc2OCCCCCCOC[C@@H](C(=O)NCc2ccccc2)NC1=O,660.0
CHEMBL4588117,CC(C)(C)CNC(=O)C[C@@H]1NC(=O)c2ccccc2OCCCCCCOC[C@@H](C(=O)NCc2ccccc2Cl)NC1=O,127.0
CHEMBL4461175,Cc1ccc(CNC(=O)[C@@H]2COCCCCCCOc3ccccc3C(=O)N[C@@H](CC(=O)NCC(C)(C)C)C(=O)N2)cc1,67.0
CHEMBL4456389,Cc1ccc(CNC(=O)[C@@H]2COCCCCCCOc3c(cnn3C)C(=O)N[C@@H](CC(=O)NCC(C)(C)C)C(=O)N2)cc1,30.0
CHEMBL4542139,Cc1ccc(CNC(=O)[C@@H]2COCCCCCCCc3c(cnn3C)C(=O)N[C@@H](CC(=O)NCC(C)(C)C)C(=O)N2)cc1,29.0
CHEMBL4442152,Cc1ccc(CNC(=O)[C@@H]2COCCCCCCCn3ccnc3C(=O)N[C@@H](CC(=O)NCC(C)(C)C)C(=O)N2)cc1,34.0
CHEMBL4538960,Cc1ccc(CNC(=O)[C@H]2NC(=O)[C@H](CC(=O)NCC(C)(C)C)NC(=O)c3nccn3CCCCCCCO[C@H]2C)cc1,50.0
CHEMBL4549674,Cc1ccc(CNC(=O)[C@@H]2Cc3cn(c4ccccc34)CCCCCn3ccnc3C(=O)N[C@@H](CC(=O)NCC(C)(C)C)C(=O)N2)cc1,26.0
CHEMBL4438865,CCCCCCOC[C@H](NC(=O)[C@H](CC(=O)NCC(C)(C)C)NC(=O)c1cnn(C)c1CCC)C(=O)NCc1ccc(C)cc1,9.0
CHEMBL4461010,Cc1cc(C(=O)N[C@@H](CC(=O)N2CCCC[C@@H]2C)C(=O)N[C@@H](C)C(=O)NCc2ccc(F)cc2F)no1,1412.0
CHEMBL4518171,Cc1cc(C(=O)N[C@@H](CC(=O)N2CCC[C@@H]2c2ccccc2)C(=O)N[C@@H](C)C(=O)NCc2ccc(F)cc2F)no1,100000.0
CHEMBL4517855,Cc1cc(C(=O)N[C@@H](CC(=O)N2CCC[C@@H]2c2ccccc2)C(=O)N[C@@H](C)C(=O)NCc2c(F)cccc2F)no1,100000.0
CHEMBL4514175,COc1ccccc1CNC(=O)[C@H](C)NC(=O)[C@H](CC(=O)N1CCC[C@@H]1c1ccccc1)NC(=O)c1cc(C)on1,100000.0
CHEMBL4448322,Cc1cc(C(=O)N[C@@H](CC(=O)N2CCCC[C@@H]2C)C(=O)N[C@@H](C)c2ncc(-c3ccccc3)[nH]2)no1,10000.0
CHEMBL4533710,Cc1cc(C(=O)N[C@@H](CC(=O)N2CCC[C@@H]2c2ccccc2)C(=O)N[C@@H](C)c2ncc(-c3ccccc3F)[nH]2)no1,100000.0
CHEMBL4577628,Cc1cc(C(=O)N[C@@H](CC(=O)N2CCC[C@@H]2c2ccccc2)C(=O)N[C@@H](C)c2ncc(-c3ccccc3)[nH]2)no1,100000.0
CHEMBL4591623,Cc1cc(C(=O)N[C@@H](CC(=O)N2CCC[C@@H]2c2ccccc2)C(=O)N[C@@H](C)c2ncc(-c3ccc(F)cc3F)[nH]2)no1,100000.0
CHEMBL4460323,CC(C)C[C@H](NC(=O)N1CCC(C(=O)Nc2nccs2)CC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,1.5
CHEMBL289277,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,1220.0
CHEMBL150,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,10500.0
CHEMBL117,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,4900.0
CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1000.0
CHEMBL151,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1300.0
CHEMBL9352,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,41600.0
CHEMBL8996,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,14600.0
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,2000.0
CHEMBL164,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,12000.0
CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,86.0
CHEMBL47386,Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2,1200000.0
CHEMBL288114,O=C(O)c1cc(O)c(O)c(O)c1,7100000.0
CHEMBL36327,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,194.0
CHEMBL264938,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,187.0
CHEMBL129451,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,124.0
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,9260.0
CHEMBL252642,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21,100000.0
CHEMBL238845,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21,100000.0
CHEMBL129795,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,4880.0
CHEMBL402744,O=C1C[C@@H](c2ccccc2)Oc2cc(O)ccc21,5210.0
CHEMBL8145,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,100000.0
CHEMBL242341,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,100000.0
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,10000.0
CHEMBL3319483,CC1=C(C(=O)N[C@H](C)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CC2CCCCC2)C(=O)[C@@]2(C)CO2)Cc2ccccc21,1000.0
CHEMBL4522536,CC(C)C[C@H](NC(=O)CN1CCOCC1)C(=O)N[C@@H](C[C@H]1CC[C@H](C2CCCCC2)CC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)[C@@]1(C)CO1,28.0
CHEMBL4581001,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C[C@H]1CC[C@H](C2CCCCC2)CC1)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,4.9
CHEMBL4570216,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C[C@H]1CC[C@H](c2ccccc2)CC1)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,3.8
CHEMBL4545125,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C[C@H]1CC[C@@H](C2CCCCC2)CC1)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,710.0
CHEMBL4562527,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C[C@H]1CC[C@@H](c2ccccc2)CC1)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,71.0
CHEMBL4526408,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC1CCC(C2CCCCC2)CC1)NC(=O)CN1CCOCC1)C(=O)[C@@]1(C)CO1,1230000.0
CHEMBL4582677,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC1CCC(C2CCCCC2)CC1)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,20.0
CHEMBL4544082,COc1ccc(C[C@H](NC(=O)[C@H](CC23CC4CC(CC(C4)C2)C3)NC(=O)CN2CCOCC2)C(=O)N[C@@H](C)C(=O)[C@@]2(C)CO2)cc1,853.0
CHEMBL4562003,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,10.0
CHEMBL4515448,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,57.0
CHEMBL4586866,CC(OC(C)(C)C)[C@H](NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)[C@@]1(C)CO1,10000.0
CHEMBL4563143,COc1ccc(C[C@H](NC(=O)[C@H](CC23CC4CC(CC(C4)C2)C3)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)cc1,853.0
CHEMBL4531320,COc1ccc(C[C@H](NC(=O)[C@H](CC2CCCCC2)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)cc1,119.0
CHEMBL4572766,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)(C)C)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,18.0
CHEMBL4543267,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC1CC2CCC1C2)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,10.0
CHEMBL4531811,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC1CCC(C2CCCCC2)CC1)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,17.0
CHEMBL4532975,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC1CCC2CCCCC2C1)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,10.0
CHEMBL4560006,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC1CCCC2CCCCC21)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,10.0
CHEMBL4581491,COC1CCC(C[C@H](NC(=O)[C@H](Cc2ccccc2)N=[N+]=[N-])C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)CC1,2.1
CHEMBL4534488,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC1CCC(C)CC1)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,2.0
CHEMBL4526232,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC1CCCCC1)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,36.0
CHEMBL4563141,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,10.0
CHEMBL4568033,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C1CCCCC1)C(=O)[C@@]1(C)CO1,33.0
CHEMBL4556581,COc1ccc(C[C@H](NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)cc1,10.0
CHEMBL4522697,COc1ccc(C[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)cc1,10.0
CHEMBL4556631,COc1ccc(C[C@H](NC(=O)[C@H](Cc2cccc3ccccc23)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)cc1,10.0
CHEMBL4528476,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,10.0
CHEMBL4574722,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,10.0
CHEMBL4556673,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,10.0
CHEMBL4587878,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,10.0
CHEMBL4563298,COc1ccc(C[C@H](NC(=O)[C@H](Cc2ccccc2)N=[N+]=[N-])C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)cc1,2.1
CHEMBL4588350,Cc1ccc(C[C@H](NC(=O)[C@H](Cc2ccccc2)N=[N+]=[N-])C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)cc1,10.0
CHEMBL4519899,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,3.0
CHEMBL4555159,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])c1ccccc1)C(=O)[C@@]1(C)CO1,10.0
CHEMBL4646371,CC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,10000.0
CHEMBL4649310,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)c1cnccn1)C(=O)[C@@]1(C)CO1,10000.0
CHEMBL4635132,CC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@]1(C)CO1,10000.0
